"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV19802","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis","piscis"
"ASV19803","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"ASV19804","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis","piscis"
"ASV19805","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia","cecembensis"
"ASV19806","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium",NA
"ASV19807","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae",NA,NA
"ASV19808","Fungi","Ascomycota","Sordariomycetes","Microascales","Ceratocystidaceae","Berkeleyomyces","rouxiae"
"ASV19809","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","orientalis"
"ASV19810","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia","cecembensis"
"ASV19811","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycodaceae","Hanseniaspora",NA
"ASV19812","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA
"ASV19813","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","sinensis"
"ASV19814","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA
"ASV19815","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","metapsilosis"
"ASV19816","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae",NA,NA
"ASV19817","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Issatchenkia","orientalis"
"ASV19818","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","reticulatus"
"ASV19819","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaetopsis",NA
"ASV19820","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA
"ASV19821","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","parapsilosis"
"ASV19822","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","niemeijerarum"
"ASV19823","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","niemeijerarum"
"ASV19824","Fungi","Ascomycota","Sordariomycetes","Thyridiales","Thyridiaceae","Thyridium","cornearis"
"ASV19825","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Collarina",NA
"ASV19826","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"ASV19827","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae",NA,NA
"ASV19828","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"ASV19829","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia",NA
"ASV19830","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida",NA
"ASV19831","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","metapsilosis"
"ASV19832","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","metapsilosis"
"ASV19833","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","metapsilosis"
"ASV19834","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV19835","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis","simonii"
"ASV19836","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","niemeijerarum"
"ASV19837","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium","tricorpus"
"ASV19838","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","oligosperma"
"ASV19839","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","metapsilosis"
"ASV19840","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae",NA,NA
"ASV19841","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida",NA
"ASV19842","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV19843","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",NA
"ASV19844","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","niemeijerarum"
"ASV19845","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA
"ASV19846","Fungi","Ascomycota","Sordariomycetes","Phomatosporales","Phomatosporaceae","Phomatospora","biseriata"
"ASV19847","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia",NA
"ASV19848","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","ruber"
"ASV19849","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","metapsilosis"
"ASV19850","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","parapsilosis"
"ASV19851","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","metapsilosis"
"ASV19852","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium",NA
"ASV19853","Fungi","Ascomycota","Dothideomycetes","Acrospermales","Acrospermaceae","Oomyces",NA
"ASV19854","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","niemeijerarum"
"ASV19855","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Geotrichum","silvicola"
"ASV19856","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Kurtzmaniella",NA
"ASV19857","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","cariocanus"
"ASV19858","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Lichenomphalia","umbellifera"
"ASV19859","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycodaceae","Hanseniaspora",NA
"ASV19860","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"ASV19861","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Mycosphaerella","asteroma"
"ASV19862","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia","cecembensis"
"ASV19863","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"ASV19864","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia","cecembensis"
"ASV19865","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae",NA,NA
"ASV19866","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae",NA,NA
"ASV19867","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae",NA,NA
"ASV19868","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia","cecembensis"
"ASV19869","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apiosordaria","microcarpa"
"ASV19870","Fungi","Ascomycota","Sordariomycetes","Microascales","Ceratocystidaceae","Berkeleyomyces","rouxiae"
"ASV19871","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"ASV19872","Fungi","Ascomycota","Sordariomycetes","Microascales","Ceratocystidaceae","Ceratocystis","ethacetica"
"ASV19873","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Collariella","carteri"
"ASV19874","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Gymnostellatospora","japonica"
"ASV19875","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","clavatus"
"ASV19876","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"ASV19877","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","vaccinii"
"ASV19878","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA
"ASV19879","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenales_fam_Incertae_sedis","Spiromastix",NA
"ASV19880","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"ASV19881","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus","furfuraceus"
"ASV19882","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron",NA
"ASV19883","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Trichocladium","crispatum"
"ASV19884","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Gamszarea","microspora"
"ASV19885","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudeurotium","ovale"
"ASV19886","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Collariella","carteri"
"ASV19887","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chloridium","aseptatum"
"ASV19905","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Dekkera","anomala"
"ASV19906","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","tenuissimum"
"ASV19907","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","parapsilosis"
"ASV19908","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae",NA,NA
"ASV19909","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Glutinomyces",NA
"ASV19910","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","parapsilosis"
"ASV19911","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV19912","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",NA
"ASV19913","Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis",NA
"ASV19914","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida",NA
"ASV19915","Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis",NA
"ASV19916","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe",NA
"ASV19917","Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis",NA
"ASV19918","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","gemmifera"
"ASV19919","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","sojae"
"ASV19920","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiales_fam_Incertae_sedis","Venturiales_gen_Incertae_sedis",NA
"ASV19921","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae",NA,NA
"ASV19922","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV19923","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"ASV19924","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma","podzolica"
"ASV19925","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV19926","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae",NA,NA
"ASV19927","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","sojae"
"ASV19928","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","gemmifera"
"ASV19929","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","tropicalis"
"ASV19930","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA
"ASV19931","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium",NA
"ASV19932","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","tropicalis"
"ASV19933","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","cariocanus"
"ASV19934","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA
"ASV19935","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Septoriella",NA
"ASV19936","Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis",NA
"ASV19937","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","clavatophorus"
"ASV19938","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV19939","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola",NA
"ASV19940","Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis",NA
"ASV19941","Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis",NA
"ASV19942","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","sojae"
"ASV19943","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces",NA
"ASV19944","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","metapsilosis"
"ASV19945","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Luellia","cystidiata"
"ASV19946","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma","podzolica"
"ASV19947","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia","fermentans"
"ASV19948","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"ASV19949","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV19950","Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis",NA
"ASV19951","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","dubliniensis"
"ASV19952","Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis",NA
"ASV19953","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"ASV19954","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma","podzolica"
"ASV19955","Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis",NA
"ASV19956","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Septoriella",NA
"ASV19957","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","sojae"
"ASV19958","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Thelebolus","globosus"
"ASV19959","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Geotrichum","silvicola"
"ASV19960","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV19961","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae","Scleroconidioma","sphagnicola"
"ASV19962","Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis",NA
"ASV19963","Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis",NA
"ASV19964","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lindgomycetaceae","Clohesyomyces",NA
"ASV19965","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces",NA
"ASV19966","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Saturnispora",NA
"ASV19967","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","ruber"
"ASV19968","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Knufia",NA
"ASV19969","Fungi","Ascomycota","Dothideomycetes","Venturiales",NA,NA,NA
"ASV19970","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Porotheleaceae","Porotheleaceae_gen_Incertae_sedis",NA
"ASV19971","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV19972","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","halotolerans"
"ASV19973","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","halotolerans"
"ASV19974","Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis",NA
"ASV19975","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV19976","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Leohumicola","atra"
"ASV19977","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma","podzolica"
"ASV19978","Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis",NA
"ASV19979","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","ruber"
"ASV19980","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"ASV19981","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"ASV19982","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida",NA
"ASV19983","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","albicans"
"ASV19984","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Geotrichum","silvicola"
"ASV19985","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","albicans"
"ASV19986","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Geotrichum","silvicola"
"ASV19987","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","atroviride"
"ASV19988","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida",NA
"ASV19989","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida",NA
"ASV19990","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Parabambusicolaceae","Paratrimmatostroma",NA
"ASV19991","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","dubliniensis"
"ASV19992","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium",NA
"ASV19993","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Mycogone",NA
"ASV19994","Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis",NA
"ASV19995","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","albicans"
"ASV19996","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","albicans"
"ASV19997","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA
"ASV19998","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys",NA
"ASV19999","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae",NA,NA
"ASV20000","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Geotrichum","silvicola"
"ASV20001","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida",NA
"ASV20002","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Geotrichum","silvicola"
"ASV20003","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Geotrichum","silvicola"
"ASV20004","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta",NA
"ASV20005","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella",NA
"ASV20006","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricales_fam_Incertae_sedis","Panaeolina","foenisecii"
"ASV20007","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Starmerella","davenportii"
"ASV20008","Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis",NA
"ASV20009","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA
"ASV20010","Fungi","Ascomycota","Dothideomycetes","Venturiales",NA,NA,NA
"ASV20011","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Porotheleaceae","Porotheleaceae_gen_Incertae_sedis",NA
"ASV20012","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae",NA,NA
"ASV20013","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","sojae"
"ASV20014","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV20015","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","gemmifera"
"ASV20016","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"ASV20017","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"ASV20018","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"ASV20019","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae",NA,NA
"ASV20020","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA
"ASV20021","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"ASV20022","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"ASV20023","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA
"ASV20024","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA
"ASV20025","Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis",NA
"ASV20026","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiales_fam_Incertae_sedis","Venturiales_gen_Incertae_sedis",NA
"ASV20027","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiales_fam_Incertae_sedis","Venturiales_gen_Incertae_sedis",NA
"ASV20028","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiales_fam_Incertae_sedis","Venturiales_gen_Incertae_sedis",NA
"ASV20029","Fungi","Ascomycota",NA,NA,NA,NA,NA
"ASV20030","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Saturnispora",NA
"ASV20031","Fungi","Ascomycota","Dothideomycetes","Venturiales",NA,NA,NA
"ASV20032","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Podila","humilis"
"ASV20033","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Podila","humilis"
"ASV20034","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Podila","humilis"
"ASV20035","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"ASV20036","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA
"ASV20037","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Papulaspora","byssina"
"ASV20038","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","tropicalis"
"ASV20039","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","gemmifera"
"ASV20040","Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis",NA
"ASV20041","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Geotrichum","silvicola"
"ASV20042","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","nepalense"
"ASV20043","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","dubliniensis"
"ASV20044","Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis",NA
"ASV20045","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Xylogone",NA
"ASV20046","Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis",NA
"ASV20047","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chloridium","aseptatum"
"ASV20048","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","halophilicus"
